N,P,K,temperature,humidity,ph,rainfall,label
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,orange
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,orange
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,orange
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,orange
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,orange
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,orange
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,orange
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,orange
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,orange
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,orange
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,orange
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,orange
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,orange
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,orange
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange
19,7,9,27.255435,91.71369387,6.969883483,101.139435,orange
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,orange
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,orange
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,orange
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,cotton
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,cotton
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,cotton
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,cotton
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,cotton
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,cotton
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,cotton
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,cotton
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,cotton
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,cotton
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton
123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,cotton
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,cotton
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,cotton
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,cotton
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,cotton
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,cotton
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,cotton
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,cotton
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,cotton
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,cotton
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,cotton
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton
110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,cotton
107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,cotton
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,coffee
83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,coffee
108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,coffee
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,coffee
89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,coffee
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee
111,32,34,25.46743689,69.35161206,6.392048018,171.3764462,coffee
84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,coffee
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,coffee
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,coffee
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,coffee
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee
109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,coffee
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,coffee
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,coffee
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,coffee
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,coffee
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,coffee
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee
113,33,34,26.00373964,62.1445102,6.559817161,153.477776,coffee
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,coffee
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,coffee
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,coffee
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,coffee
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,coffee
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,coffee
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,coffee
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,coffee
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,coffee
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee
99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,coffee
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,coffee
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,coffee
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,coffee
95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,coffee
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,coffee
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,coffee
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,coffee
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,coffee
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,coffee
101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,coffee
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,coffee
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee
103,40,30,27.30901814,55.196224,6.348316257,141.4831644,coffee
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,coffee
106,21,35,25.627355,57.04151119,7.428523634,188.5506536,coffee
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,coffee
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee
99,15,27,27.41711238,56.63636248,6.086922359,127.92461,coffee
118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,coffee
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee
104,18,30,23.60301571,60.39647474,6.779832611,140.9370415,coffee
90,42,43,21.37974371,82.40274423,6.802985292,6.802985292,rice
85,58,41,22.27046169,80.71964408,7.338096361,7.338096361,rice
60,55,44,23.50445915,82.7207629,8.140207144,8.140207144,rice
74,35,40,26.99109635,80.55836264,7.280400905,7.280400905,rice
78,42,42,20.63017482,82.00487287,7.928472891,7.928472891,rice
69,37,42,23.55804872,83.77011772,7.373453503,7.373453503,rice
69,55,38,23.20883798,83.03941394,6.00080568,6.00080568,rice
94,53,40,20.77774362,83.29408619,6.018627178,6.018627178,rice
89,54,38,25.01588066,83.9352163,6.985346424,6.985346424,rice
68,58,38,23.72397386,83.43322691,6.636253525,6.636253525,rice
91,53,40,27.02723513,81.81753846,5.686167788,5.686167788,rice
90,46,42,24.47898217,81.85061596,7.80283396,7.80283396,rice
78,58,44,27.30079604,81.28684822,5.408681786,5.408681786,rice
93,56,36,24.51497622,82.45687182,7.28435366,7.28435366,rice
94,50,37,26.16585205,81.06385045,7.24801983,7.24801983,rice
60,48,39,24.78209415,80.70025587,7.342299069,7.342299069,rice
85,38,41,22.08711777,83.1883708,6.549050656,6.549050656,rice
91,35,39,24.29391957,80.81817957,7.270859754,7.270859754,rice
77,38,36,22.3652524,80.5923008,6.253933276,6.253933276,rice
88,35,40,24.07943626,83.98760316,6.15393208,6.15393208,rice
89,45,36,21.82504158,80.87476396,6.742475375,6.742475375,rice
76,40,43,25.65745531,83.51713476,5.370175667,5.370175667,rice
67,59,41,22.44766735,81.37384195,6.312632591,6.312632591,rice
83,41,43,21.5525355,83.07839517,6.554028451,6.554028451,rice
98,47,37,23.98381344,81.73265073,7.675482851,7.675482851,rice
66,53,41,25.5756354,80.92389148,8.078915154,8.078915154,rice
97,59,43,26.85927159,84.44403589,6.586500176,6.586500176,rice
97,50,41,25.02922681,80.94498576,7.370959995,7.370959995,rice
60,49,44,21.27576147,84.89774397,6.544841491,6.544841491,rice
84,51,35,22.80157427,81.04416466,6.343304899,6.343304899,rice
73,57,41,21.94653958,85.34375962,6.124709117,6.124709117,rice
92,35,40,22.67931888,80.73127223,6.657389366,6.657389366,rice
85,37,39,25.02783742,83.13685569,6.664134968,6.664134968,rice
98,53,38,20.76707606,82.03895217,5.31450727,5.31450727,rice
88,54,44,26.2354293,84.28266234,6.449410611,6.449410611,rice
95,55,42,27.29533926,82.5480873,6.250660556,6.250660556,rice
99,57,35,27.25754171,81.57734011,6.260370061,6.260370061,rice
95,39,36,24.36330467,83.55250801,5.861398642,5.861398642,rice
60,43,44,21.51944696,83.35221726,7.716245107,7.716245107,rice
71,54,16,22.71359953,63.69070564,7.749914421,88.15953857,maize
61,44,17,26.20018422,71.57476937,8.931756558,102.6662445,maize
80,43,16,23.65882094,71.59351368,8.657964753,67.11995467,maize
73,58,21,20.07215954,57.68272924,8.596060648,61.05171481,maize
61,38,20,18.57891261,62.69503871,7.970458434,65.83835393,maize
68,41,16,21.87689322,57.80840636,8.158830619,102.4861694,maize
93,41,17,25.7217169,66.50415474,8.047906679,105.8654703,maize
89,60,19,25.29192419,66.6902901,7.913664501,78.46639649,maize
76,44,17,20.51683147,62.5542482,7.855442401,65.67798457,maize
67,60,25,25.02162194,66.78627406,7.750254943,109.6162279,maize
70,44,19,23.41689124,73.4541537,7.852607099,94.69712821,maize
90,49,21,24.94016732,68.3584573,8.472523287,74.45474936,maize
62,52,16,22.37526694,58.84015925,8.967057762,64.27020584,maize
92,44,16,18.97751445,65.76816093,8.082973754,95.16189431,maize
66,54,21,25.29008683,60.2001687,7.919045532,72.52375573,maize
63,58,22,18.35405352,55.28220433,8.204747653,64.12358154,maize
70,47,17,24.7129118,70.4162444,8.600827017,104.5626147,maize
61,41,17,25.2420613,65.26185135,8.021902237,77.08456006,maize
66,53,19,23.19348056,60.1159381,8.033550195,65.89730729,maize
91,94,46,30.26792366,76.54900101,5.149934034,92.82840911,banana
105,95,50,28.23368994,83.97675197,4.849076099,101.0494791,banana
108,92,53,28.30053601,83.26221306,5.276800323,104.9378,banana
86,76,54,30.2159075,80.41585705,4.926824754,90.10978128,banana
80,77,49,26.95433004,79.69654531,4.519088423,113.2297373,banana
93,94,53,26.76632408,84.72379269,5.079178788,114.5357503,banana
40,72,77,17.22498456,17.28861173,7.485996067,89.55123143,Soyabeans
23,72,84,19.22061277,17.43159126,6.920251378,80.92698081,Soyabeans
39,58,85,18.08776475,15.70589717,5.996932037,69.54932919,Soyabeans
22,72,85,19.06805647,15.95809214,6.391173589,89.51048983,Soyabeans
36,67,77,18.56952567,19.86381041,7.152811172,80.26357665,Soyabeans
32,73,81,20.65078582,15.70312102,5.988992796,93.68373702,Soyabeans
58,70,84,20.8543203,16.90820843,6.231049028,75.6631118,Soyabeans
59,70,84,17.5348681,19.04926979,7.550808267,83.61734721,Soyabeans
42,62,75,18.37912258,19.20426935,7.010570541,82.84997529,Soyabeans
28,74,81,18.21272266,18.60968112,8.753795334,82.98568791,Soyabeans
58,66,79,21.19373558,19.63470387,8.718192847,94.55280105,Soyabeans
43,66,79,19.66233971,15.52538951,7.976607593,75.58565097,Soyabeans
58,63,81,20.01344531,14.99765308,6.515499549,79.96514709,Soyabeans
23,62,85,19.17424756,19.8161216,8.490127142,81.7108745,Soyabeans
27,62,77,18.39737048,15.01070537,6.576415562,71.18185181,Soyabeans
28,72,84,18.92963144,19.48197264,6.481783043,72.58010169,Soyabeans
50,56,76,21.19502153,20.1601304,7.966605025,74.50734019,Soyabeans
39,71,84,20.48155898,16.69535215,8.140825437,83.52339655,Soyabeans
25,78,76,17.68042641,16.0559405,7.228963452,67.96980581,Soyabeans
31,70,77,21.08818675,14.62313811,6.492546046,91.46228334,Soyabeans
26,80,83,17.28498521,16.44565756,7.528599957,72.31007253,Soyabeans
25,68,77,20.29340593,15.41279612,7.701446446,86.74904898,Soyabeans
31,78,76,17.77212145,15.29927489,8.519975748,90.31050665,Soyabeans
60,68,83,19.32065218,18.73475844,6.620900869,86.52950164,Soyabeans
59,62,83,18.77665902,19.52008229,8.104396058,73.94940441,Soyabeans
22,67,78,17.36606398,14.72457525,6.204090835,73.32667516,Soyabeans
36,65,80,18.4872007,16.97921616,6.051091339,75.87445574,Soyabeans
59,60,84,19.23025305,18.96725565,7.690962338,95.70992037,Soyabeans
54,77,85,17.3418614,17.3662427,7.829211144,84.74606679,Soyabeans
43,68,81,17.67809436,18.23253975,6.761599706,79.92060234,Soyabeans
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,cowpeas
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,cowpeas
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,cowpeas
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,cowpeas
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,cowpeas
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,cowpeas
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,cowpeas
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,cowpeas
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,cowpeas
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,cowpeas
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,cowpeas
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,cowpeas
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,coffee
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,coffee
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,beans
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,beans
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,beans
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,beans
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,beans
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,beans
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,beans
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,beans
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,beans
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,beans
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,beans
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,beans
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,beans
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,beans
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,beans
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,beans
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,beans
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,beans
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,beans
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,beans
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,beans
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,beans
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,beans
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,beans
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,beans
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,orange
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,orange
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,orange
